Serial_number,Brand_name,Price,DiscountPrice,Quantity,gender,age
1877,Fresho,290,209,500 g,female,70
1878,Fresho,155,112,250 g,female,70
1879,Fresho,527,379,1 kg,female,70
1880,Asian,839,549,1.2 L,female,70
1881,Joy,315,189,500 ml,female,70
1882,Joy,470,282,750 ml,female,70
1883,Joy,630,378,2x500 ml,female,70
1884,Fresho,870,870,1 kg,female,70
1885,Fresho,541,389,500 g,female,70
1886,Fresho,305,219,250 g,female,70
1887,Nivea,129,116.1,75 ml,female,70
1888,Nivea,299,239.2,200 ml,female,70
1889,Nivea,479,344.88,390 ml,female,70
1890,Mamie Yova,45,31.5,90 g,female,70
1891,Fresho Organic,1500,699,453 g,female,70
1892,Himalaya,560,367,700 ml,female,70
1893,Himalaya,700,525,1 L,female,70
1894,BB Popular,50,30,100 g,female,70
1895,Himalaya,235,176,150 ml,female,70
1896,Steelo,521,299,900 ml,female,70
1897,Lakme,575,419.75,9 g,female,70
1898,Nivea,129,116.1,75 ml,female,70
1899,Nivea,299,239.2,200 ml,female,70
1900,Nivea,479,311.35,390 ml,female,70
1901,Yardley London,225,189,150 ml,female,70
1902,Yardley London,675,400.25,3x150 ml,female,70
1903,Yardley London,450,289.06,2x150 ml,female,70
1904,Herbal Essence,650,409,400 ml,female,70
1905,Herbal Essences,380,304,240 ml,female,70
1906,Olay,399,319,20 g,female,70
1907,Olay,899,629.3,50 g,female,70
1908,India Gate,960,671,5 kg,female,70
1909,IndiSecrets,75,45,100 g,female,70
1910,Layerr,215,182.75,135 ml,female,70
1911,Layerr,430,322.52,2x135 ml,female,70
1912,TRESemme,360,342,340 ml,female,70
1913,TRESemme,236,236,185 ml,female,70
1914,TRESemme,860,628,580 ml,female,70
1915,Himalayan Natives,1300,1040,1 L,female,70
1916,Himalayan Natives,1320,924,2 x 500 ml,female,70
1917,Himalayan Natives,399,339.15,250 ml,female,70
1918,Himalayan Natives,660,462,500 ml,female,70
1919,BB Royal,300,140,500 g,female,70
1920,Pears,200,150,250 ml,female,70
1921,Parachute Advansed,135,94.5,200 ml,female,70
1922,Parachute Advansed,250,162.5,400 ml,female,70
1923,Himalaya,160,132,200 ml,female,70
1924,Himalaya,320,231,400 ml,female,70
1925,Himalaya,75,67.5,100 ml,female,70
1926,Lakme,295,221.25,5.6 ml,female,70
1927,Palmolive,878,612.75,Combo,female,70
1928,Tasties,238,161.5,2x200 g,female,70
1929,Tasties,119,85,200 g,female,70
1930,Huggies,99,78.5,10 pcs,female,70
1931,Huggies,199,199,20 pcs,female,70
1932,Huggies,349,269,36 pcs,female,70
1933,Huggies,698,511.1,2x36's pack,female,70
1934,BB Home,49,19,1 L,female,76
1935,BB Home,118,54.52,2 x 1.5 L,female,76
1936,BB Home,59,29,1.5 L,female,76
1937,BB Home,98,35.72,2 x 1 L,female,76
1938,bb Combo,594,424,Combo,female,76
1939,BB Royal,40,30,50 g,female,76
1940,BB Royal,80,60,100 g,female,76
1941,Amul,40,30,125 ml,female,76
1942,Britannia Treat,50,25,60g,female,76
1943,Fresho,474,341,1 kg,female,76
1944,Pigeon Steel,180,129,1 pc,female,76
1945,BB Royal,858,448,2x500 g,female,76
1946,BB Royal,429,259,500 g,female,76
1947,BIOTIQUE,199,131,200 ml,female,76
1948,BB Popular,15,10,50 g,female,76
1949,BB Royal,100,70,200 g,female,76
1950,BB Royal,50,36,100 g,female,76
1951,BB Royal,40,28,50 g,female,76
1952,Fresho,1125,809,500 g,female,76
1953,Fresho,624,449,250 g,female,76
1954,Raw Pressery,100,85,200 ml,female,76
1955,Raw Pressery,300,210,3x200 ml,female,76
1956,Raw Pressery,200,150,2x200 ml,female,76
1957,Nirlon,1450,729,2 pcs,female,76
1958,Lakme,500,365,25 ml,female,76
1959,bb Combo,598,388,Combo,female,76
1960,GoodDiet,52,44.2,40 g,female,76
1961,GoodDiet,156,126.71,3x40 g,female,76
1962,GoodDiet,312,235.74,6x40 g,female,76
1963,GoodDiet,520,343.79,10x40 g,female,76
1964,Wow Skin Science,999,599.4,1 L,female,76
1965,Sofit ,435,316.35,3x1 L,female,76
1966,Sofit ,35,35,200 ml,female,76
1967,Sofit ,290,215.34,2x1 L,female,76
1968,Sofit ,145,111,1 L,female,76
1969,Sofit ,105,94.5,3x200 ml,female,76
1970,Sofit ,140,140,4x200 ml,female,76
1971,VLCC,320,224,60 g,female,76
1972,VLCC,640,413.55,2x60 g,female,76
1973,Lever Ayush,110,77,150 g,female,76
1974,Tasties,75,55,200 g,female,76
1975,Tasties,150,104.5,2x200 g,female,76
1976,bb Combo,598,388,Combo,female,76
1977,Fogg ,275,193,150 ml,female,76
1978,Fogg ,550,334.55,2x150 ml,female,76
1979,Fresho,207,149,250 g,female,76
1980,Fresho,374,269,500 g,female,76
1981,Fresho,124,89,250 g,female,76
1982,Fresho,166,119,500 g,female,76
1983,Elite,60,60,150 g,female,76
1984,Engage,275,178.75,135 ml,female,76
1985,Engage,550,220.01,2x135 ml,female,76
1986,Neutrogena,420,403.2,3 x 50 ml,female,76
1987,Neutrogena,475,391,200 ml,female,76
1988,Neutrogena,140,134.4,50 ml,female,76
1989,Neutrogena,950,666.5,2x200 ml,female,76
1990,Yardley London,627,407.55,150 ml,female,76
1991,Aashirvaad,125,93.75,500 g,female,76
1992,Fresho,902,649,250 g,female,76
1993,Fresho,1625,1169,500 g,female,76
1994,Fresho,3155,2269,1 kg,female,76
1995,Olay,1399,1021,50 g,female,76
1996,LA girl,695,486.5,8 g,female,76
1997,Soulflower,450,351,15 ml,female,76
1998,Soulflower,850,578,30 ml,female,76
1999,Dettol,200,144,250 ml,female,76
2000,Garnier,210,157.5,100 g,female,76
2001,Dove,240,180,150 ml,female,76
2002,Nivea,449,336.75,400 ml,female,76
2003,Sensodyne,100,75,1 pc,female,76
2004,Sensodyne,200,150,3 pcs,female,76
2005,BB Royal,90,67,1 kg,female,76
2006,BB Royal,900,650,10 kg,female,76
2007,BB Royal,450,330,5 kg,female,76
2008,BB Popular,100,60,200 g,female,76
2009,Fresho Signature,190,123.5,2x50 g,female,76
2010,Fresho Signature,380,244.4,4x50 g,female,76
2011,Fresho Signature,570,362.7,6x50 g,female,76
2012,Fresho Signature,95,65,50 g,female,76
2013,Lakme,500,355,25 ml,female,76
2014,Srushti Gold,2999,1749,3 pcs,female,76
2015,Philips,190,109,1 pc,female,76
2016,Philips,380,207.1,2 x 1 pc,female,76
2017,Lindberg,378,226.1,2x45 g,female,76
2018,Lindberg,189,119,45 g,female,76
2019,HappyChef,490,249,2x500 g,female,76
2020,HappyChef,245,139,500 g,female,76
2021,LA girl,695,486.5,8 g,female,76
2022,DP,119,79,2 pcs,female,76
2023,Fairkraft Creations,239,179,24cm x 12 cm,female,76
2024,Loreal Paris,499,424,15 ml,female,76
2025,Loreal Paris,999,749.25,30 ml,female,76
2026,Fresho,526,319,500 g,female,76
2027,Fresho,938,569,1 kg,female,76
2028,Fresho,245,119,250 g,female,76
2029,BB Royal,130,75,500 g,female,76
2030,BB Home,450,230,10x50 ml,female,76
2031,BB Home,45,23,50 ml,female,76
2032,BB Home,225,115,5x50 ml,female,76
2033,Fresho,362,219,500 g,female,76
2034,Fresho,642,389,1 kg,female,76
2035,Fresho,197,119,250 g,female,76
2036,Huggies,749,562,42 pcs,female,76
2037,Huggies,1498,1067.8,2x42 pcs,female,76
2038,BB Home,399,129,16 L,female,76
2039,Heritage,100,92,4x200 g,female,76
2040,Heritage,25,25,200 g,female,76
2041,Heritage,85,42.5,400 g,female,76
2042,Fresho,1570,1129,1 kg,female,76
2043,Fresho,763,549,500 g,female,76
2044,Fresho,402,289,250 g,female,76
2045,Too Yumm!,100,60,Combo,female,76
2046,Catch,70,49,100 g,female,76
2047,Fresho,971,589,1 kg,female,76
2048,Fresho,526,319,500 g,female,76
2049,Fresho,245,119,250 g,female,76
2050,Neutrogena,675,550,175 ml,female,76
2051,Neutrogena,1350,937.53,2x175 ml,female,76
2052,Olay,899,674.25,50 g,female,76
2053,Lakme,275,206.25,4.5 g,female,76
2054,BB Royal,88,64,500 g,female,76
2055,BB Royal,175,119,1 Kg,female,76
2056,bb Combo,215,159,Combo,female,76
2057,Pampers ,849,541.5,66 pcs,female,76
2058,Wild Stone,599,389.35,100 ml,female,76
2059,Nivea Men,299,209.3,250 ml,female,76
2060,Super Saver,100,74,2 kg,female,76
2061,Super Saver,50,39,1 kg,female,76
2062,Fresho,778,545,500 g,female,76
2063,Fresho,416,299,250 g,female,76
2064,Fresho,1458,1049,1 Kg,female,76
2065,BIOTIQUE,120,87,100 ml,female,76
2066,IndiSecrets,149,99,250 g,female,76
2067,Palmolive,878,613.46,Combo,female,76
2068,STOREHAUS,1229,649,500 ml,female,76
2069,Fresho Signature,149,109,150 g,female,76
2070,Mamie Yova,120,84,400 g,female,76
2071,Fogg ,550,334.53,Combo,female,76
2072,GoodDiet,275,175,500 g,female,76
2073,GoodDiet,540,345,4x65 g,female,76
2074,GoodDiet,270,188.99,2x65 g,female,76
2075,GoodDiet,135,99,65 g,female,
2076,Fogg ,275,193,150 ml,female,23
2077,Fogg ,550,334.55,2x150 ml,female,23
2078,BB Royal,170,99,100 g,female,23
2079,BB Royal,30,20,50 g,female,23
2080,Himalaya Baby,720,509,54 pcs,female,23
2081,Himalaya,125,93.75,9 pcs,female,23
2082,Himalaya,1050,788,80 pcs,female,23
2083,Himalaya,375,281.25,28 pcs,female,23
2084,bb Combo,305,199,Combo,female,23
2085,Faces,799,479.4,1.4 g,female,23
2086,BB Popular,60,32,200 g,female,23
2087,BB Popular,150,91,500 g,female,23
2088,Britannia,75,56.25,100 g,female,23
2089,Happilo,1095,766.5,1 kg,female,23
2090,Lotus Herbals,270,202.5,100 g,female,23
2091,Lotus Herbals,175,131.25,50 g,female,23
2092,Lotus Herbals,199,149,50 g,female,23
2093,BB Royal,150,99,100 g,female,23
2094,Cadbury,200,159.8,2X142.2 g,female,23
2095,Cadbury,300,224.4,3X142.2 g,female,23
2096,Cadbury,100,85,142.2 g,female,23
2097,Nivea Men,95,85.5,30 ml,female,23
2098,Nivea Men,190,133,75 ml,female,23
2099,Unroll,286,214.5,550 g,female,23
2100,Britannia,25,22.5,75 g,female,23
2101,GoodDiet,52,44.2,40 g,female,23
2102,GoodDiet,156,126.71,3x40 g,female,23
2103,GoodDiet,312,235.74,6x40 g,female,23
2104,GoodDiet,520,343.79,10x40 g,female,23
2105,Ponds,449,336.75,30 ml,female,23
2106,Engage,299,138,135 ml,female,23
2107,Engage,598,191.07,2x135 ml,female,23
2108,Vaseline,425,276.25,400 ml,female,23
2109,Vaseline,225,225,200 ml,female,23
2110,Spartan,799,499,1 pc,female,23
2111,Ponds,295,206.5,100 g,female,23
2112,Layerr,215,172,135 ml,female,23
2113,Layerr,430,322.5,2x135 ml,female,23
2114,Keya,188,126.89,Combo,female,23
2115,BB Royal,40,27,50 g,female,23
2116,Nivea,199,149.25,150 ml,female,23
2117,Nivea,398,238.8,2x150 ml,female,23
2118,Ponds,235,152.75,100 g,female,23
2119,Ponds,120,110,50 g,female,23
2120,GoodDiet,109,79,150 g,female,23
2121,Halonix,599,449,1 pc,female,23
2122,Manna ,119,89.25,1 kg,female,23
2123,Fresho,290,209,250 g,female,23
2124,Fresho,500,359,500 g,female,23
2125,Fresho,836,601,1 kg,female,23
2126,BIOTIQUE,358,282.9,2x150 ml,female,23
2127,BIOTIQUE,149,108,120 ml,female,23
2128,BIOTIQUE,120,104.4,100 ml,female,23
2129,BIOTIQUE,179,152,150 ml,female,23
2130,GoodDiet,247,159,500 g,female,23
2131,Parachute Advansed,930,458.85,3x400 ml,female,23
2132,Parachute Advansed,310,161,400 ml,female,23
2133,Hello Tempayy,145,94.25,200 g,female,23
2134,Hello Tempayy,435,282.75,3x200 g,female,23
2135,Iveo ,398,249,set of 2,female,23
2136,Lakme,349,244.3,50 g,female,23
2137,HappyChef,184,99,350 g,female,23
2138,Himalaya,80,72,50 ml,female,23
2139,Himalaya,160,138,100 ml,female,23
2140,Himalaya,225,168.75,200 ml,female,23
2141,Layerr,199,119.4,135 ml,female,23
2142,Lotus Herbals,395,296,60 g,female,23
2143,Pigeon Steel,150,109,1 pc,female,23
2144,BB Home,139,89,1 pc,female,23
2145,Maybelline New York,599,411,6.8 g,female,23
2146,Dettol,318,254.4,2 x 500 ml,female,23
2147,Dettol,477,343.44,3 x 500 ml,female,23
2148,Dettol,159,143.1,500 ml,female,23
2149,Fresho Signature,510,362.7,6x50 g,female,23
2150,Fresho Signature,85,65,50 g,female,23
2151,Fresho Signature,170,123.5,2x50 g,female,23
2152,Fresho Signature,340,244.4,4x50 g,female,23
2153,Lakme,225,157.5,50 g,female,23
2154,Lakme,425,276.25,100 g,female,23
2155,Soulflower,700,432.25,2x225 ml,female,23
2156,Soulflower,350,227.5,225 ml,female,23
2157,Soulflower,700,432.25,2 x 225 ml,female,23
2158,BIOTIQUE,270,229.5,50 g,female,23
2159,BIOTIQUE,480,336,175 g,female,23
2160,Fiama,450,323.73,2x250 ml,female,23
2161,Fiama,225,163.5,250 ml,female,23
2162,Fiama,675,485.6,3x250 ml,female,23
2163,Engage,550,239.54,2x135 ml,female,23
2164,Engage,275,173,135 ml,female,23
2165,BB Popular,15,9,50 g,female,23
2166,Disano,198,99,500 g,female,23
2167,Lotus Herbals,995,746.25,1 pc,female,23
2168,Lotus Herbals,285,213,1 pc,female,23
2169,Herbal Essence,650,398,400 ml,female,23
2170,bb Combo,584,414,Combo,female,23
2171,Nivea,199,149,150 ml,female,23
2172,Kuber Industries,3197,899,1 pc,female,23
2173,I-Can,55,35.2,1 kit,female,23
2174,BB Royal,600,345,1 kg,female,23
2175,BB Royal,300,175,500 g,female,23
2176,Polyset,179,99,6 pcs,female,23
2177,Catch,75,52.5,100 g,female,23
2178,Happilo,1499,1034.31,1 kg,female,23
2179,Lotus Herbals,790,552.51,2x100 g,female,23
2180,Lotus Herbals,395,296,100 g,female,23
2181,VLCC,410,287,60 g,female,23
2182,VLCC,820,545.3,2x60 g,female,23
2183,Durex,735,530.38,3x10's pack,female,23
2184,Durex,77,63.14,3 pcs,female,23
2185,Durex,245,200.9,10 pcs,female,23
2186,GoodDiet,349,249,350 g,female,23
2187,GoodDiet,29,25,30 g,female,23
2188,GoodDiet,174,115,6x30 g,female,23
2189,Colgate,150,101,80 g,female,23
2190,BB Royal,1250,750,500 g,female,23
2191,HappyChef,99,69,75 g,female,23
2192,Garnier,275,165,250 ml,female,23
2193,Swiss Beauty,249,186.75,9 g,female,23
2194,Huggies,999,709.5,60 pcs,female,23
2195,Huggies,425,425,30 pcs,female,23
2196,Huggies,1998,1362.24,2x60 pcs,female,23
2197,BIOTIQUE,600,474,800 ml,female,23
2198,BIOTIQUE,159,116,190 ml,female,23
2199,HappyChef,99,69,60 g,female,23
2200,Unibic,40,34,30 g,female,23
2201,BB Royal,229,149,1 kg,female,23
2202,BB Royal,115,80,500 g,female,23
2203,HappyChef,99,69,75 g,female,23
2204,Fresho,90.61,69.77,2 pcs,female,23
2205,Olay,399,299.25,100 g,female,23
2206,Nivea,510,304,Combo,female,23
2207,Lakme,699,489.3,50 g,female,23
2208,GoodDiet,156,126.71,3x40 g,female,23
2209,GoodDiet,312,235.74,6x40 g,female,23
2210,GoodDiet,520,343.79,10x40 g,female,23
2211,GoodDiet,52,44.2,40 g,female,23
2212,kwality walls,299,188,700 ml,female,23
2213,Fresho,360,259,500 g,female,23
2214,Sunfeast,80,60,300 g,female,23
2215,Fogg ,550,334.53,Combo,female,23
2216,Fresho,109,79,250 g,female,23
2217,Fresho,193,139,500 g,female,23
2218,TRESemme,670,488,580 ml,female,23
2219,TRESemme,275,234,340 ml,female,23
2220,Blue Heaven,100,62,4 g,female,23
2221,Bauli,40,29.4,Combo,female,23
2222,bb Combo,305,199,Combo,female,23
2223,GoodDiet,19,16.15,30 g,female,23
2224,GoodDiet,95,58.83,5x30 g,female,23
2225,Ponds,240,168,90 g,female,23
2226,Cadbury,170,102,Combo,female,23
2227,Fresho,400,280,500 g,female,23
2228,VLCC,105,73.5,100 g,female,23
2229,Tasties,165,118.5,3x200 g,female,23
2230,Tasties,55,42,200 g,female,23
2231,Plum,345,241.5,75 ml,female,23
2232,Plum,690,379.5,2X75 ml,female,23
2233,Liao,199,149,1 pc,female,23
2234,bb Combo,215,159,Combo,female,23
2235,Dabur,449,301,300 ml,female,23
2236,Park avenue,1095,784.5,Combo,female,23
2237,HappyChef,245,139,500 g,female,23
2238,HappyChef,490,249,2x500 g,female,23
2239,BIOTIQUE,199,119,50 g,female,23
2240,Faces,119,83,8 ml,female,23
2241,Raw Pressery,700,560,4x250 ml,female,23
2242,Raw Pressery,950,665,2x1 L,female,23
2243,Raw Pressery,475,356.25,1 L,female,23
2244,Raw Pressery,175,140,250 ml,female,23
2245,Raw Pressery,350,262.5,2x250 ml,female,23
2246,Sri Sri Tattva,280,182,1 L,female,23
2247,Maybelline New York,599,449,6.8 g,female,23
2248,Axe,960,479.98,2x80 ml,female,23
2249,Axe,480,288,80 ml,female,23
2250,HappyChef,155,99,500 g,female,23
2251,HappyChef,310,182.38,2x500 g,female,23
2252,Swiss Beauty,249,186.75,9 g,female,23
2253,Fresho,229,139,500 g,female,23
2254,Fresho,147,89,250 g,female,23
2255,Head & shoulders,425,375,340 ml,female,23
2256,Head & shoulders,875,569,650 ml,female,23
2257,Head & shoulders,225,169,180 ml,female,23
2258,Nivea,185,111,100 ml,female,23
2259,Nivea,99,89.1,50 ml,female,23
2260,Nivea,555,316.35,3x100 ml,female,23
2261,Coconut,1099,699,1.5 L,female,23
2262,Faces,119,77.35,8 ml,female,23
2263,Fresho,666,479,1 kg,female,23
2264,Liril,197,120.5,250 ml,female,23
2265,Liril,394,241,Pack of 2,female,23
2266,Fogg ,550,334.53,Combo,female,23
2267,Fogg ,550,334.53,Combo,female,23
2268,Liao,139,99,1 pc,female,23
2269,Happilo,125,90,250 g,female,23
2270,Coconut,799,349,3 pcs,female,23
2271,Gillette,1840,1196,1 pc,female,23
2272,Himalayan Natives,185,138.75,150 g,female,23
2273,Himalayan Natives,450,405,450 g,female,23
2274,Happilo,1799,1349.25,1 kg,female,23
2275,Tasties,255,76.11,Combo,female,23
2276,Soulflower,215,172,120 ml,female,23
2277,Soulflower,350,227.5,225 ml,female,23
2278,Soulflower,430,326.8,2x120 ml,female,23
2279,Soulflower,430,326.8,2 x 120 ml,female,23
2280,Rexona,135,101.25,50 ml,female,23
2281,Loreal Paris,610,396.5,50 g,female,23
2282,Lakme,400,300,2.4 ml,female,23
2283,Fresho Signature,265,169.02,Combo,female,23
2284,Plum,675,506,250 g,female,23
2285,Fresho,166,119,250 g,female,23
2286,Yardley London,275,165,200 ml,female,23
2287,Yardley London,550,330,2x200 ml,female,23
2288,Flair Plastics,320,149,1 L,female,23
2289,Wow Skin Science,598,325.6,2x150 ml,female,23
2290,Wow Skin Science,299,185,150 ml,female,23
2291,Tree Secrets,279,129,125 g,female,23
2292,Magix,225,149,1 pc,female,23
2293,Fresho,1056,759,1 kg,female,23
2294,Fresho,277,199,250 g,female,23
2295,Fresho,541,389,500 g,female,23
2296,Lakme,180,120.6,6 ml,female,23
2297,Axe,170,127.5,300 g,female,23
2298,Fresho,181,99,250 g,female,23
2299,Fresho,608,369,1 kg,female,23
2300,Fresho,328,199,500 g,female,23
2301,Fresho,266,191,500 g,female,23
2302,Fresho,151,109,250 g,female,23
2303,Nivea,225,157.5,150 ml,female,23
2304,Maybelline New York,349,261,3 g,female,23
2305,BIOTIQUE,620,421,900 g,female,23
2306,Fresho,1086,659,1 kg,female,23
2307,Fresho,592,359,500 g,female,23
2308,Fresho,328,199,250 g,female,23
2309,Fresho,151,109,250 g,female,23
2310,Fresho,275,198,500 g,female,23
2311,Huggies,798,559.68,2x22 pcs,female,23
2312,Huggies,2398,1559.04,2x62 pcs,female,23
2313,Huggies,399,291.5,22 pcs,female,23
2314,Huggies,1199,812,62 pcs,female,23
2315,Maybelline New York,579,388,2.5 g,female,23
2316,BB Royal,898,544,2x500 g,female,23
2317,BB Royal,449,295,500 g,female,23
2318,Tasties,55,42,200 g,female,23
2319,Tasties,165,118.5,3x200 g,female,23
2320,Himalaya Men,180,128,100 ml,female,23
2321,Himalaya Men,95,85,50 ml,female,23
2322,Lindberg,295,199,50 g,female,23
2323,Fresho,842,511,1 kg,female,23
2324,Fresho,459,279,500 g,female,23
2325,Fresho,229,119,250 g,female,23
2326,Wow Skin Science,130,118.3,100 ml,female,23
2327,Wow Skin Science,499,354.29,300 ml,female,23
2328,Wow Skin Science,999,599.4,1 L,female,23
2329,Wow Skin Science,249,219,200 ml,female,23
2330,Fresho Signature,528,386.22,Combo,female,23
2331,BIOTIQUE,199,145,200 ml,female,23
2332,Durex,998,703.12,2x50 ml,female,23
2333,Durex,499,374,50 ml,female,23
2334,Durex,499,449,50 ml,female,23
2335,Durex,998,844.12,2x50 ml,female,80
2336,IndiSecrets,149,99,250 g,female,80
2337,Fresho,1458,1049,1 kg,female,80
2338,Fresho,763,549,500 g,female,80
2339,Fresho,429,309,250 g,female,80
2340,Fresho,235,169,250 g,female,80
2341,Tasties,25,21,75 g,female,80
2342,Tasties,100,73.74,4x75 g,female,80
2343,Asian,338,249,500 ml,female,80
2344,Lakme,250,167.5,12 ml,female,80
2345,GoodDiet,95,58.83,5x30 g,female,80
2346,GoodDiet,19,16.15,30 g,female,80
2347,Unibic,300,225,6x75 g,female,80
2348,Unibic,50,45,75 g,female,80
2349,Tasties,99,69,200 g,female,80
2350,Tasties,198,135,2x200 g,female,80
2351,Tasties,297,200.01,3x200 g,female,80
2352,Tasties,594,396,6x200 g,female,80
2353,Park avenue,630,392.01,3x150 ml,female,80
2354,Park avenue,210,168,150 ml,female,80
2355,Park avenue,420,298.67,2x150 ml,female,80
2356,Tasties,85,49,100 g,female,80
2357,Tasties,170,90,2x100 g,female,80
2358,Layerr,199,119.4,135 ml,female,80
2359,Lacto Calamine,199,125.5,50 g,female,80
2360,Emami 7 Oils,69,63,100 ml,female,80
2361,Emami 7 Oils,195,159.9,300 ml,female,80
2362,Emami 7 Oils,135,93,200 ml,female,80
2363,Emami 7 Oils,305,228.75,500 ml,female,80
2364,HAZEL,1499,1499,2.6 L,female,80
2365,Engage,225,144,120 ml,female,80
2366,Engage,450,216,2x120 ml,female,80
2367,Nivea,99,89.1,50 ml,female,80
2368,Nivea,199,149,100 ml,female,80
2369,Nivea,325,227.5,200 ml,female,80
2370,Axe,280,202,154 ml,female,80
2371,Axe,560,296.25,2x154 ml,female,80
2372,Spinz,195,126.75,150 ml,female,80
2373,Spinz,585,292.49,3x150 ml,female,80
2374,Yardley London,434,268.3,Combo,female,80
2375,Engage,275,173,135 ml,female,80
2376,Engage,550,212.93,2x135 ml,female,80
2377,Fresho,360,259,500 g,female,80
2378,Ponds,99,74.25,50 g,female,80
2379,Ponds,225,157.5,100 g,female,80
2380,Loreal Paris,895,581.75,50 ml,female,80
2381,Bodyguard,599,366.5,1 L,female,80
2382,Savlon,319,188.21,1.5 L,female,80
2383,Lotus Herbals,735,551.25,50 g,female,80
